fold,alarm_threshold,train_n,val_n,train_spike_rate,val_spike_rate,macro_pr_auc,macro_roc_auc,weighted_f1,macro_f1
1,0.8,2391940,2391938,0.0887,0.0886,0.595541,0.894538,0.554757,0.554757
2,0.8,4783878,2391938,0.0887,0.0887,0.579806,0.889065,0.549997,0.549997
3,0.8,7175816,2391938,0.089,0.0891,0.586008,0.893471,0.551748,0.551748
4,0.8,9567754,2391938,0.0887,0.0885,0.590506,0.893334,0.55415,0.55415
5,0.7500000000000001,11959692,2391938,0.0885,0.089,0.60136,0.901648,0.563844,0.563844
